profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"gp2911","https://yocket.in/profiles/gp2911","","GRE

335 


Quant: 170

Verbal: 165","TOEFL
115","UG Score
8.56CGPA","Work Exp.
21 months","Tech Papers
None","","","Undergrad:

Computer Science from Indian Institute of Technology, Madras (IIT-M), Chennai","Data Science (Fall 2017)"
"desh2608","https://yocket.in/profiles/desh2608","","GRE

334 


Quant: 168

Verbal: 166","TOEFL
119","UG Score
9.3CGPA","Work Exp.
2 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Indian Institute of Technology, Guwahati (IIT-G), Guwahati","Interested in Computer Science / Information Technology (Fall 2017)"
"srivathsa","https://yocket.in/profiles/srivathsa","","GRE

321 


Quant: 162

Verbal: 159","TOEFL
114","UG Score
8.33CGPA","Work Exp.
33 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Jerusalem College of Engineering, Narayanapuram, Pallikaranai, Velachery, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"kollipara-rithwik","https://yocket.in/profiles/kollipara-rithwik","","GRE

321 


Quant: 168

Verbal: 153","TOEFL
98","UG Score
9.1CGPA","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Electronics and Communication Engineering from Indian Institute of Technology, Hyderabad (IIT-H), Hyderabad","Electrical & Computer Engineering (Fall 2016)"
"abhikmr757","https://yocket.in/profiles/abhikmr757","","GRE

323 


Quant: 169

Verbal: 154","TOEFL
103","UG Score
8.1CGPA","Work Exp.
20 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Electrical and Electronics Engineering from IIT Indore, Indore","Interested in Computer Science / Information Technology (Fall 2016)"
"shrev95","https://yocket.in/profiles/shrev95","","GRE

319 


Quant: 165

Verbal: 154","TOEFL
108","UG Score
9.01CGPA","Work Exp.
7 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Information Technology from NITK Surathkal, Surathkal","Interested in Computer Science / Information Technology (Fall 2017)"
"Mrunmayees","https://yocket.in/profiles/Mrunmayees","","GRE

313 


Quant: 163

Verbal: 150","TOEFL/IELTS
N.A.","UG Score
80%","Work Exp.
14 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Information Technology from Thakur College Of Engineering And Technology, Kandivali, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"unnati","https://yocket.in/profiles/unnati","","GRE

326 


Quant: 170

Verbal: 156","TOEFL/IELTS
N.A.","UG Score
7.75CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from Mumbai University, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"rahuln","https://yocket.in/profiles/rahuln","","GRE

323 


Quant: 170

Verbal: 153","TOEFL
115","UG Score
8.5CGPA","Work Exp.
38 months","Tech Papers
None","","","Undergrad:

Computer Science from IIT Indore, Indore","Interested in Computer Science / Information Technology (Fall 2017)"
"mikitkanakia","https://yocket.in/profiles/mikitkanakia","","GRE

310 


Quant: 162

Verbal: 148","TOEFL
107","UG Score
8CGPA","Work Exp.
51 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","Information Systems (Fall 2016)"
"nithinreddy.stupidsid","https://yocket.in/profiles/nithinreddy.stupidsid","","GRE

314 


Quant: 165

Verbal: 149","TOEFL
103","UG Score
8.54CGPA","Work Exp.
10 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from National Institute of Technology, Rourkela (NIT-RKL), Rourkela","Computer Science (Fall 2013)"
"animeshiitkgp","https://yocket.in/profiles/animeshiitkgp","","GRE

320 


Quant: 170

Verbal: 150","TOEFL
109","UG Score
8.18CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from IIT KHARAGPUR, Kharagpur","Interested in Computer Science / Information Technology (Fall 2016)"
"re3el","https://yocket.in/profiles/re3el","","GRE

325 


Quant: 168

Verbal: 157","TOEFL
101","UG Score
8.11CGPA","Work Exp.
7 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from IIT Indore, Indore","Interested in Computer Science / Information Technology (Fall 2016)"
"krrishmittal","https://yocket.in/profiles/krrishmittal","","GRE

320 


Quant: 168

Verbal: 152","TOEFL
103","UG Score
78%","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Information Technology from Jaypee Institute Of Information Technology, Noida","Interested in Computer Science / Information Technology (Fall 2017)"
"rajatkant","https://yocket.in/profiles/rajatkant","","GRE

327 


Quant: 170

Verbal: 157","TOEFL
108","UG Score
9.79CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from ZHCET, AMU, Aligarh","Computer Science (Fall 2016)"
"pritish.yuvraj","https://yocket.in/profiles/pritish.yuvraj","","GRE

324 


Quant: 170

Verbal: 154","TOEFL
111","UG Score
77%","Work Exp.
5 months","Tech Papers
International","","","Undergrad:

Computer Science from Bangalore Institute Of Technology, Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"sankha93","https://yocket.in/profiles/sankha93","","GRE

321 


Quant: 167

Verbal: 154","TOEFL
109","UG Score
8.26CGPA","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Indian Institute of Technology Rajasthan, Jodhpur (IIT-J), Jodhpur","Interested in Computer Science / Information Technology (Fall 2017)"
"akshaynagpal","https://yocket.in/profiles/akshaynagpal","","GRE

322 


Quant: 165

Verbal: 157","TOEFL
111","UG Score
8.52CGPA","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from Northcap University, Gurgaon","Computer Science (Fall 2016)"
"shilpiB","https://yocket.in/profiles/shilpiB","","GRE

322 


Quant: 167

Verbal: 155","TOEFL
115","UG Score
9.11CGPA","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from Vellore Institute of Technology (VIT University), Vellore","Interested in Computer Science / Information Technology (Fall 2017)"
"sid0094","https://yocket.in/profiles/sid0094","","GRE

313 


Quant: 163

Verbal: 150","TOEFL
110","UG Score
9.32CGPA","Work Exp.
36 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from guru nanak dev university, Amritsar","Interested in Computer Science / Information Technology (Fall 2017)"
"hello84","https://yocket.in/profiles/hello84","","GRE

329 


Quant: 167

Verbal: 162","TOEFL
116","UG Score
85.84%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Chaitanya Bharati Institute of Technology, Hyderabad","Computer Science (Fall 2016)"
"anjan1234","https://yocket.in/profiles/anjan1234","","GRE

318 


Quant: 166

Verbal: 152","TOEFL
114","UG Score
8.39CGPA","Work Exp.
14 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from National Institute of Technology Karnataka, Surathkal (NIT-K), Surathkal","Interested in Computer Science / Information Technology (Fall 2016)"
"Mohanraj","https://yocket.in/profiles/Mohanraj","","GRE

318 


Quant: 161

Verbal: 157","TOEFL
112","UG Score
8.58CGPA","Work Exp.
14 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from Rajalakshmi Institute of Technology (RIT), Kuthambakkam, Sriperumbudur, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"dj_mapper","https://yocket.in/profiles/dj_mapper","","GRE

328 


Quant: 166

Verbal: 162","TOEFL
117","UG Score
67%","Work Exp.
24 months","Tech Papers
International","","","Undergrad:

Information Technology from Thadomal Shahani Engineering College (TSEC), Bandra, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"Manindra","https://yocket.in/profiles/Manindra","","GRE

306 


Quant: 157

Verbal: 149","TOEFL
105","UG Score
8.43CGPA","Work Exp.
4 months","Tech Papers
None","","","Undergrad:

Computer Science from amity university rajasthan, Jaipur","Interested in Computer Science / Information Technology (Fall 2017)"
"Udeet18","https://yocket.in/profiles/Udeet18","","GRE

330 


Quant: 164

Verbal: 166","TOEFL
113","UG Score
8.33CGPA","Work Exp.
12 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Manipal Institute of Technology (MIT), Manipal","Interested in Computer Science / Information Technology (Fall 2017)"
"srikanthteddyk3","https://yocket.in/profiles/srikanthteddyk3","","GRE

327 


Quant: 170

Verbal: 157","TOEFL
110","UG Score
8.84CGPA","Work Exp.
16 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Indian Institute of Technology - Patna (IIT Patna), Patna, Patna","Interested in Computer Science / Information Technology (Fall 2017)"
"manoj.hoskeri","https://yocket.in/profiles/manoj.hoskeri","","GRE

312 


Quant: 160

Verbal: 152","TOEFL
114","UG Score
81%","Work Exp.
42 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Information Technology from New Horizon College Of Engineering, Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"abhidnya13","https://yocket.in/profiles/abhidnya13","","GRE

324 


Quant: 170

Verbal: 154","TOEFL
110","UG Score
78%","Work Exp.
9 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from Pune Institute Of Computer Technology, Dhakavdi, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"rishabh0708","https://yocket.in/profiles/rishabh0708","","GRE

319 


Quant: 165

Verbal: 154","TOEFL
110","UG Score
8.33CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from Birla Institute of Technology & Science (BITS Pilani) KK Birla, Zuarinagar","Information Systems (Fall 2016)"
"dishamw","https://yocket.in/profiles/dishamw","","GRE

314 


Quant: 161

Verbal: 153","TOEFL
106","UG Score
68%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"reen","https://yocket.in/profiles/reen","","GRE

330 


Quant: 168

Verbal: 162","TOEFL
117","UG Score
8.15CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from PICT, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"preeteshshivam","https://yocket.in/profiles/preeteshshivam","","GRE

329 


Quant: 166

Verbal: 163","TOEFL
110","UG Score
69%","Work Exp.
15 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Sir M. Visvesvaraya Institute Of Technology (MVIT), Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"imronitd","https://yocket.in/profiles/imronitd","","GRE

316 


Quant: 168

Verbal: 148","TOEFL
87","UG Score
62.22%","Work Exp.
12 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Information Technology from k.j. somaiya college of engineering, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"tomkariath","https://yocket.in/profiles/tomkariath","","GRE

323 


Quant: 162

Verbal: 161","TOEFL
108","UG Score
6CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from Sree Chitra thirunal college , Thiruvananthapuram","Interested in Computer Science / Information Technology (Fall 2016)"
"shubhamp","https://yocket.in/profiles/shubhamp","","GRE

316 


Quant: 164

Verbal: 152","TOEFL
97","UG Score
7.3CGPA","Work Exp.
9 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Information Technology from Vidyalankar Institute of Technology, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"111ankit111","https://yocket.in/profiles/111ankit111","","GRE

318 


Quant: 163

Verbal: 155","TOEFL
109","UG Score
9.2CGPA","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Information Technology from Vishwakarma Institute Of Technology (VIT), Bibwewadi, Pune","Interested in Computer Science / Information Technology (Fall 2015)"
"ankitagrawal.stupidsid","https://yocket.in/profiles/ankitagrawal.stupidsid","","GRE

320 


Quant: 168

Verbal: 152","TOEFL
103","UG Score
9CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from kiit University , Bhubaneswar","Computer Engineering (Fall 2013)"
"goliathus","https://yocket.in/profiles/goliathus","","GRE

321 


Quant: 166

Verbal: 155","TOEFL
106","UG Score
8.6CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from SRM University (Kattankulathur Campus), Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"rjawale","https://yocket.in/profiles/rjawale","","GRE

313 


Quant: 159

Verbal: 154","TOEFL
106","UG Score
70.7%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from Smt. Kashibai Navale College Of Engineering, Vadgaon, Pune","Interested in Computer Science / Information Technology (Spring 2016)"
"Aditya1215","https://yocket.in/profiles/Aditya1215","","GRE

322 


Quant: 167

Verbal: 155","TOEFL
112","UG Score
8.8CGPA","Work Exp.
8 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Fr. C. Rodrigues Institute Of Technology, Vashi, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"siddharthachandra.stupidsid","https://yocket.in/profiles/siddharthachandra.stupidsid","","GRE

325 


Quant: 165

Verbal: 160","TOEFL
114","UG Score
61%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Electrical and Electronics Engineering from Sardar Patel College Of Engineering, (SPCE), Andheri, Mumbai","Computer Science (Fall 2013)"
"whizneel","https://yocket.in/profiles/whizneel","","GRE

320 


Quant: 166

Verbal: 154","TOEFL
109","UG Score
7.85CGPA","Work Exp.
40 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Electrical and Electronics Engineering from Malaviya National Institute of Technology, Jaipur (MNIT), Jaipur","Interested in Computer Science / Information Technology (Fall 2017)"
"loku009","https://yocket.in/profiles/loku009","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
107","UG Score
73.76%","Work Exp.
62 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Jawaharlal Nehru Institute Of Technology, Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"sasimoon","https://yocket.in/profiles/sasimoon","","GRE

332 


Quant: 169

Verbal: 163","TOEFL
93","UG Score
9CGPA","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from BITS Pilani, Hyderabad","Interested in Computer Science / Information Technology (Fall 2015)"
"asha123","https://yocket.in/profiles/asha123","","GRE

313 


Quant: 161

Verbal: 152","TOEFL
105","UG Score
9.59CGPA","Work Exp.
9 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from B.V.B. College of Engineering and Technology, Hubbali","Interested in Computer Science / Information Technology (Fall 2017)"
"Santwana","https://yocket.in/profiles/Santwana","","GRE

320 


Quant: 170

Verbal: 150","TOEFL
101","UG Score
74.88%","Work Exp.
46 months","Tech Papers
International","","","Undergrad:

Electronics and Communication Engineering from Krishna Institute of En, Ghaziabad","Interested in Computer Science / Information Technology (Fall 2017)"
"dseccf","https://yocket.in/profiles/dseccf","","GRE

320 


Quant: 167

Verbal: 153","TOEFL
106","UG Score
8.68CGPA","Work Exp.
8 months","Tech Papers
International","","","Undergrad:

Computer Science from Dwarkadas Jamnadas Sanghvi College of Engineering, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"mrsiva26","https://yocket.in/profiles/mrsiva26","","GRE

316 


Quant: 164

Verbal: 152","TOEFL
105","UG Score
8.76CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"ganeshyo","https://yocket.in/profiles/ganeshyo","","GRE

313 


Quant: 163

Verbal: 150","TOEFL
114","UG Score
8.43CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"kalyanch1","https://yocket.in/profiles/kalyanch1","","GRE

325 


Quant: 169

Verbal: 156","TOEFL
104","UG Score
6.5CGPA","Work Exp.
30 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Koneru Lakshmaiah college of engineering, Guntur","Interested in Computer Science / Information Technology (Fall 2016)"
"Reshul","https://yocket.in/profiles/Reshul","","GRE

323 


Quant: 165

Verbal: 158","TOEFL
118","UG Score
9.75CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from College Of Engineering Pune, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"ajayt6","https://yocket.in/profiles/ajayt6","","GRE

329 


Quant: 166

Verbal: 163","TOEFL
114","UG Score
8.8CGPA","Work Exp.
32 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from NIT Calicut, Kozhikode","Computer Science (Fall 2016)"
"utkarshsimha","https://yocket.in/profiles/utkarshsimha","","GRE

314 


Quant: 159

Verbal: 155","TOEFL
110","UG Score
8.6CGPA","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from PES Institute Of Technology (PES University), Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"parthrparekh93","https://yocket.in/profiles/parthrparekh93","","GRE

329 


Quant: 170

Verbal: 159","TOEFL
109","UG Score
76.4%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"sudeepgre","https://yocket.in/profiles/sudeepgre","","GRE

324 


Quant: 170

Verbal: 154","TOEFL
108","UG Score
9CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from RV College Of Engineering (RVCE), Bengaluru","Computer Science (Fall 2016)"
"reetika_roy","https://yocket.in/profiles/reetika_roy","","GRE

325 


Quant: 163

Verbal: 162","TOEFL
117","UG Score
9.1CGPA","Work Exp.
8 months","Tech Papers
National","","","Undergrad:

Computer Science from Vellore Institute of Technology (VIT University), Vellore","Interested in Computer Science / Information Technology (Fall 2017)"
"sskmohit","https://yocket.in/profiles/sskmohit","","GRE

327 


Quant: 170

Verbal: 157","TOEFL
110","UG Score
8CGPA","Work Exp.
10 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from Birla Institute of Technology & Science (BITS Pilani), Pilani","Interested in Computer Science / Information Technology (Fall 2016)"
"kaushalv27","https://yocket.in/profiles/kaushalv27","","GRE

320 


Quant: 170

Verbal: 150","TOEFL
98","UG Score
8.88CGPA","Work Exp.
22 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from Dhirubhai Ambani Institute of Information & Communication Technology (DA-IICT), Gandhinagar","Interested in Computer Science / Information Technology (Fall 2016)"
"rohitganna","https://yocket.in/profiles/rohitganna","","GRE

319 


Quant: 160

Verbal: 159","TOEFL
109","UG Score
66%","Work Exp.
7 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Electronics and Communication Engineering from NMIMS Mukesh Patel School of Technology and Management, Vile Parle, Mumbai, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"pkda","https://yocket.in/profiles/pkda","","GRE

316 


Quant: 166

Verbal: 150","TOEFL
109","UG Score
8.9CGPA","Work Exp.
3 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from None, Anantapur","Interested in Computer Science / Information Technology (Fall 2017)"
"sahimadhu","https://yocket.in/profiles/sahimadhu","","GRE

326 


Quant: 170

Verbal: 156","TOEFL
113","UG Score
8.59CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Maulana Azad National Institute of Technology, Bhopal (MANIT, Bhopal), Bhopal","Computer Engineering (Fall 2016)"
"abrahmbh","https://yocket.in/profiles/abrahmbh","","GRE

329 


Quant: 169

Verbal: 160","TOEFL
113","UG Score
8.39CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"shindvai","https://yocket.in/profiles/shindvai","","GRE

321 


Quant: 166

Verbal: 155","TOEFL
108","UG Score
8.31CGPA","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from College Of Engineering Pune, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"kavskalyan","https://yocket.in/profiles/kavskalyan","","GRE

330 


Quant: 170

Verbal: 160","TOEFL
109","UG Score
8.36CGPA","Work Exp.
21 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from IIT Guwahati, Guwahati","Computer Science (Fall 2016)"
"poojajain.stupidsid","https://yocket.in/profiles/poojajain.stupidsid","","GRE

322 


Quant: 164

Verbal: 158","TOEFL
113","UG Score
73.6%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from DJ Sanghvi College Of Engineering, Vile Parle, Mumbai","Computer Science (Fall 2013)"
"GauravOjha","https://yocket.in/profiles/GauravOjha","","GRE

321 


Quant: 168

Verbal: 153","TOEFL
110","UG Score
9.57CGPA","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Sikkim Manipal Institute of Technology, Gangtok","Interested in Computer Science / Information Technology (Fall 2017)"
"jhawars","https://yocket.in/profiles/jhawars","","GRE

322 


Quant: 165

Verbal: 157","TOEFL
108","UG Score
8CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from Dhirubhai Ambani Institute of Information & Communication Technology (DA-IICT), Gandhinagar","Interested in Computer Science / Information Technology (Fall 2016)"
"Akshita24","https://yocket.in/profiles/Akshita24","","GRE

315 


Quant: 162

Verbal: 153","TOEFL
109","UG Score
74%","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from Manav Rachna College of engineering, Faridabad","Interested in Computer Science / Information Technology (Fall 2017)"
"nishantborude","https://yocket.in/profiles/nishantborude","","GRE

315 


Quant: 165

Verbal: 150","TOEFL
105","UG Score
8.76CGPA","Work Exp.
12 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from College Of Engineering Pune, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"PraGo","https://yocket.in/profiles/PraGo","","GRE

321 


Quant: 164

Verbal: 157","TOEFL
109","UG Score
73.11%","Work Exp.
9 months","Tech Papers
International","","","Undergrad:

Computer Science from Pune Institute Of Computer Technology, Dhakavdi, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"tk2611","https://yocket.in/profiles/tk2611","","GRE

318 


Quant: 170

Verbal: 148","TOEFL
99","UG Score
67%","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"kartikshetty.stupidsid","https://yocket.in/profiles/kartikshetty.stupidsid","","GRE

319 


Quant: 167

Verbal: 152","TOEFL
115","UG Score
66.7%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from Vidyalankar Institute Of Technology (VIT), Wadala, Mumbai","Computer Science (Fall 2013)"
"varunnagaraj","https://yocket.in/profiles/varunnagaraj","","GRE

310 


Quant: 161

Verbal: 149","TOEFL
106","UG Score
8.4CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from BNM Institute Of Technology, Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"chandrusekar47","https://yocket.in/profiles/chandrusekar47","","GRE

331 


Quant: 170

Verbal: 161","TOEFL
113","UG Score
8.26CGPA","Work Exp.
36 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from SSN College of Engineering , Kanchipuram","Computer Science (Fall 2016)"
"chintan007","https://yocket.in/profiles/chintan007","","GRE

322 


Quant: 167

Verbal: 155","TOEFL
111","UG Score
8.74CGPA","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from NITK Surathkal, Surathkal","Interested in Financial Engineering (Fall 2016)"
