profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"bhargavi patel","https://yocket.in/profiles/bhargavi%20patel","","GRE

295 


Quant: 154

Verbal: 141","IELTS
7","UG Score
78.3%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Babaria Institute Of Technology, Vadodara","Interested in Computer Science / Information Technology (Fall 2017)"
"aditih","https://yocket.in/profiles/aditih","","GRE

301 


Quant: 152

Verbal: 149","TOEFL
87","UG Score
55%","Work Exp.
15 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from KJ's Trinity College Of Engineering And Research, Pisoli, Pune","Computer Science (Fall 2016)"
"arihant1996","https://yocket.in/profiles/arihant1996","","GRE

303 


Quant: 161

Verbal: 142","TOEFL
93","UG Score
63.8%","Work Exp.
NA","Tech Papers
National","","","Undergrad:

Computer Science from Sinhgad Institute Of Technology And Science, Narhe, Pune","Computer Engineering (Fall 2017)"
"rjgupta21","https://yocket.in/profiles/rjgupta21","","GRE

304 


Quant: 153

Verbal: 151","TOEFL
96","UG Score
6.75CGPA","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Computer Science from Acropolis Technical Campus, Indore","Computer Science (Fall 2017)"
"heli46","https://yocket.in/profiles/heli46","","GRE

294 


Quant: 155

Verbal: 139","IELTS
7","UG Score
6.92CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Sardar Vallabhbhai Patel Institute of Technology, Vasad, Anand","Interested in Computer Science / Information Technology (Fall 2017)"
"msinusfall2016","https://yocket.in/profiles/msinusfall2016","","GRE

302 


Quant: 152

Verbal: 150","TOEFL
96","UG Score
69%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Computer Science from Vishveshvaraya Technological University (VTU), Bengaluru","Information Assurance (Fall 2016)"
"Pinaal","https://yocket.in/profiles/Pinaal","","GRE

296 


Quant: 156

Verbal: 140","TOEFL
0","UG Score
7.7CGPA","Work Exp.
2 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Information Technology from DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING, Mumbai","Computer Science (Fall 2017)"
"bhuva","https://yocket.in/profiles/bhuva","","GRE

301 


Quant: 158

Verbal: 143","TOEFL
86","UG Score
58%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from G H Raisoni institute Of Engineering , Jalgaon","Interested in Computer Science / Information Technology (Fall 2017)"
"kacesdls","https://yocket.in/profiles/kacesdls","","GRE

305 


Quant: 159

Verbal: 146","TOEFL
90","UG Score
56.2%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Marathwada Mitra Mandal's College Of Engineering (MMCOE), Pune","Computer Science (Fall 2017)"
"swapnil1395","https://yocket.in/profiles/swapnil1395","","GRE

307 


Quant: 157

Verbal: 150","TOEFL
98","UG Score
7CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from Dharmsinh Desai University, Nadiad","Information Assurance (Fall 2016)"
"nirmik379kale","https://yocket.in/profiles/nirmik379kale","","GRE

302 


Quant: 151

Verbal: 151","TOEFL
106","UG Score
53%","Work Exp.
20 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from k.k.wagh institute of engineering education and research, Nashik","Computer Science (Fall 2016)"
"ellisa","https://yocket.in/profiles/ellisa","","GRE

303 


Quant: 154

Verbal: 149","IELTS
7.5","UG Score
7.86CGPA","Work Exp.
33 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Gujarat Technological University, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2017)"
"aashishrkatgmail.com","https://yocket.in/profiles/aashishrkatgmail.com","","GRE

310 


Quant: 160

Verbal: 150","TOEFL
100","UG Score
65%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Computer Science from vtu, Belagaavi","Computer Science (Fall 2016)"
"omkarsalunke14993","https://yocket.in/profiles/omkarsalunke14993","","GRE

304 


Quant: 144

Verbal: 160","TOEFL
93","UG Score
62%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Information Technology from Vidyavardhini's College of Engineering and Technology (VCET), Vasai","Computer Science (Fall 2016)"
"varun12345","https://yocket.in/profiles/varun12345","","GRE

300 


Quant: 156

Verbal: 144","IELTS
6.5","UG Score
8CGPA","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Electronics and Communication Engineering from Sri Sairam Institute of Technology, Chennai","Computer Science (Spring 2017)"
"kamath.sanket4","https://yocket.in/profiles/kamath.sanket4","","GRE

293 


Quant: 144

Verbal: 149","TOEFL
107","UG Score
7.7CGPA","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Information Technology from Vidya Vikas Education Trust's Technical Campus (Universal College), Kaman, Mumbai","Information Systems (Fall 2016)"
"shreumasti","https://yocket.in/profiles/shreumasti","","GRE

294 


Quant: 152

Verbal: 142","TOEFL
82","UG Score
5.56CGPA","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Information Technology from Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"vini634","https://yocket.in/profiles/vini634","","GRE

309 


Quant: 164

Verbal: 145","TOEFL
98","UG Score
7.35CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Information Technology from Jabalpur Engineering College, Jabalpur","Computer Science (Fall 2016)"
"rikamesagar","https://yocket.in/profiles/rikamesagar","","GRE

300 


Quant: 156

Verbal: 144","TOEFL
97","UG Score
59.16%","Work Exp.
29 months","Tech Papers
None","","","Undergrad:

Information Technology from Vidyalankar Institute Of Technology (VIT), Wadala, Mumbai","Computer Science (Fall 2017)"
"Mrinni","https://yocket.in/profiles/Mrinni","","GRE

300 


Quant: 165

Verbal: 135","TOEFL
92","UG Score
78.5%","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Computer Science from university college of engineering jntuk viziangaram, Vizianagaram","Computer Science (Fall 2017)"
"shweta2","https://yocket.in/profiles/shweta2","","GRE

292 


Quant: 150

Verbal: 142","TOEFL
81","UG Score
64.71%","Work Exp.
NA","Tech Papers
International","","","Undergrad:

Computer Science from SITS,narhe, Pune","Computer Science (Fall 2017)"
"Shivam","https://yocket.in/profiles/Shivam","","GRE

305 


Quant: 160

Verbal: 145","TOEFL
93","UG Score
60%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Information Technology from charusat university , Nadiad","Interested in Computer Science / Information Technology (Fall 2016)"
"akshay811","https://yocket.in/profiles/akshay811","","GRE

292 


Quant: 152

Verbal: 140","TOEFL
86","UG Score
6.46CGPA","Work Exp.
1 month","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from Vit Pune, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"rovingrohan","https://yocket.in/profiles/rovingrohan","","GRE

317 


Quant: 162

Verbal: 155","TOEFL
102","UG Score
57%","Work Exp.
14 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from VIIT, Pune","Computer Science (Fall 2017)"
