profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"smis00d","https://yocket.in/profiles/smis00d","","GRE

301 


Quant: 143

Verbal: 158","TOEFL
85","UG Score
68.3%","Work Exp.
49 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=4","Undergrad:

Computer Science from Meerut Institute of Engineering and Technology, Meerut , Meerut","Interested in Computer Science / Information Technology (Fall 2016)"
"rasikaud","https://yocket.in/profiles/rasikaud","","GRE

295 


Quant: 154

Verbal: 141","TOEFL
91","UG Score
69%","Work Exp.
15 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=4","Undergrad:

Information Technology from PES Modern College Of Engineering, Pune","Computer Science (Fall 2016)"
"9mansipatel","https://yocket.in/profiles/9mansipatel","","GRE

300 


Quant: 158

Verbal: 142","TOEFL
80","UG Score
7.84CGPA","Work Exp.
3 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=3","Undergrad:

Computer Science from DDIT, Nadiad","Computer Science (Fall 2016)"
"aneeshk263","https://yocket.in/profiles/aneeshk263","","GRE

305 


Quant: 156

Verbal: 149","TOEFL
95","UG Score
66%","Work Exp.
6 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=4","Undergrad:

Computer Science from University college of Engineering, Osmania university, Hyderabad","Computer Science (Fall 2016)"
"Viraj25","https://yocket.in/profiles/Viraj25","","GRE

300 


Quant: 158

Verbal: 142","TOEFL
89","UG Score
71%","Work Exp.
6 months","Tech Papers
None","","","Undergrad:

Computer Science from Hemwati Nandan bahuguna garhwal university , Pauri","Computer Science (Fall 2017)"
"JithinJE","https://yocket.in/profiles/JithinJE","","GRE

315 


Quant: 161

Verbal: 154","TOEFL
107","UG Score
52.4%","Work Exp.
60 months","Tech Papers
None","","","Undergrad:

Computer Science from University of Pune, Pune","Computer Science (Fall 2017)"
"Megha Bhuma","https://yocket.in/profiles/Megha%20Bhuma","","GRE

302 


Quant: 158

Verbal: 144","TOEFL
90","UG Score
79%","Work Exp.
12 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=2","Undergrad:

Computer Science from SRM University (Kattankulathur Campus), Chennai","Computer Science (Fall 2017)"
"shekhar00001","https://yocket.in/profiles/shekhar00001","","GRE

305 


Quant: 157

Verbal: 148","TOEFL
97","UG Score
69%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=4","Undergrad:

Computer Science from Sinhgad College Of Engineering, Vadgaon, Pune","Computer Science (Fall 2016)"
"sayalik","https://yocket.in/profiles/sayalik","","GRE

293 


Quant: 149

Verbal: 144","TOEFL
96","UG Score
65%","Work Exp.
15 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=2","Undergrad:

Computer Science from BRACT's Vishwakarma Institute Of Information Technology (VIIT), Kondhwa, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"meharaj","https://yocket.in/profiles/meharaj","","GRE

303 


Quant: 162

Verbal: 141","IELTS
6","UG Score
78%","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=5","Undergrad:

Electronics and Communication Engineering from MJCET, Hyderabad","Interested in Computer Science / Information Technology (Spring 2016)"
"RRR","https://yocket.in/profiles/RRR","","GRE

294 


Quant: 153

Verbal: 141","TOEFL
80","UG Score
81.5%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=2","Undergrad:

Computer Science from CBIT, Hyderabad","Computer Science (Fall 2017)"
"kketaki28","https://yocket.in/profiles/kketaki28","","GRE

291 


Quant: 150

Verbal: 141","TOEFL
91","UG Score
62%","Work Exp.
19 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/2?page=2","Undergrad:

Information Technology from KJ's Trinity College Of Engineering And Research, Pisoli, Pune","Computer Science (Fall 2017)"
"Vanchhit","https://yocket.in/profiles/Vanchhit","","GRE

298 


Quant: 158

Verbal: 140","IELTS
6.5","UG Score
6.25CGPA","Work Exp.
9 months","Tech Papers
International","","","Undergrad:

Electronics and Communication Engineering from amity university rajasthan, Jaipur","Computer Science (Spring 2017)"
