profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"bhushan55","https://yocket.in/profiles/bhushan55","","GRE

306 


Quant: 162

Verbal: 144","TOEFL
81","UG Score
7.92CGPA","Work Exp.
29 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Information Technology from government college of engineering, amravati, Amravati","Computer Science (Fall 2016)"
"hitarth007","https://yocket.in/profiles/hitarth007","","GRE

307 


Quant: 163

Verbal: 144","TOEFL
97","UG Score
6.93CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from DJ Sanghvi College Of Engineering, Vile Parle, Mumbai","Computer Science (Fall 2016)"
"akshaygulhane","https://yocket.in/profiles/akshaygulhane","","GRE

302 


Quant: 155

Verbal: 147","TOEFL
82","UG Score
73%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from Prof Ram Meghe Institute of Technology and Research Badnera, Amravati","Interested in Computer Science / Information Technology (Fall 2016)"
"girish","https://yocket.in/profiles/girish","","GRE

314 


Quant: 165

Verbal: 149","TOEFL
90","UG Score
63%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from Sinhgad College Of Engineering, Vadgaon, Pune","Interested in Computer Science / Information Technology (Fall 2015)"
"gpareek120","https://yocket.in/profiles/gpareek120","","GRE

309 


Quant: 163

Verbal: 146","TOEFL
85","UG Score
71%","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from Jaipur Engineering College & Research Centre, Jaipur","Computer Science (Fall 2017)"
"kgolekar","https://yocket.in/profiles/kgolekar","","GRE

303 


Quant: 149

Verbal: 154","TOEFL
96","UG Score
56%","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Information Technology from MITCOE , Pune","Computer Science (Fall 2017)"
"contriver","https://yocket.in/profiles/contriver","","GRE

301 


Quant: 156

Verbal: 145","TOEFL
86","UG Score
64.1%","Work Exp.
30 months","Tech Papers
None","","","Undergrad:

Computer Science from JSS Academy of Technical Education, Noida, Noida","Interested in Computer Science / Information Technology (Fall 2017)"
"desai491","https://yocket.in/profiles/desai491","","GRE

304 


Quant: 160

Verbal: 144","TOEFL
92","UG Score
78%","Work Exp.
NA","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Information Technology from Sapthagiri College Of Engineering, Bengaluru","Computer Science (Spring 2016)"
"nachiket663","https://yocket.in/profiles/nachiket663","","GRE

310 


Quant: 159

Verbal: 151","TOEFL
95","UG Score
62.5%","Work Exp.
36 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from Ramdevbaba college of engineering and management, Nagpur, Nagpur","Software Engineering (Fall 2016)"
"sahilkolwankar","https://yocket.in/profiles/sahilkolwankar","","GRE

315 


Quant: 164

Verbal: 151","TOEFL
109","UG Score
6.56CGPA","Work Exp.
7 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Electrical and Electronics Engineering from Datta Meghe College Of Engineering, Airoli, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"venkateshpapineni","https://yocket.in/profiles/venkateshpapineni","","GRE

305 


Quant: 161

Verbal: 144","IELTS
6","UG Score
75%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Computer Science from st. martin,s engineering college, Hyderabad","Interested in Computer Science / Information Technology (Fall 2015)"
"Ajinkya77k","https://yocket.in/profiles/Ajinkya77k","","GRE

300 


Quant: 161

Verbal: 139","TOEFL
81","UG Score
66.88%","Work Exp.
44 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from Maeer's MIT College Of Engineering, Kothrud, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"rjgupta21","https://yocket.in/profiles/rjgupta21","","GRE

304 


Quant: 153

Verbal: 151","TOEFL
96","UG Score
6.75CGPA","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Computer Science from Acropolis Technical Campus, Indore","Computer Science (Fall 2017)"
"ameykul","https://yocket.in/profiles/ameykul","","GRE

299 


Quant: 160

Verbal: 139","TOEFL
88","UG Score
7.59CGPA","Work Exp.
NA","Tech Papers
NA","","","Undergrad:

Computer Science from P.R. PATIL COLLEGE OF ENGINEERING AND TECHNOLOGY, Amravati","Computer Science (Fall 2017)"
"sheena.shah19","https://yocket.in/profiles/sheena.shah19","","GRE

295 


Quant: 156

Verbal: 139","TOEFL
83","UG Score
7.73CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Babaria Institute Of Technology, Vadodara","Computer Science (Fall 2016)"
"Rohith-varma","https://yocket.in/profiles/Rohith-varma","","GRE

299 


Quant: 158

Verbal: 141","TOEFL
86","UG Score
71%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from vishnu institute of technology,bhimavaram, Bhimavaram","Interested in Computer Science / Information Technology (Fall 2016)"
"shaunak_joshi","https://yocket.in/profiles/shaunak_joshi","","GRE

306 


Quant: 158

Verbal: 148","TOEFL
99","UG Score
60%","Work Exp.
1 month","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from PVG College Of Engineering And Technology, Pune","Computer Science (Fall 2016)"
"Rajeshri","https://yocket.in/profiles/Rajeshri","","GRE

314 


Quant: 162

Verbal: 152","TOEFL
85","UG Score
63.4%","Work Exp.
36 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from University of Pune, Pune","Software Engineering (Fall 2017)"
"jayanayana","https://yocket.in/profiles/jayanayana","","GRE

310 


Quant: 163

Verbal: 147","TOEFL
96","UG Score
73%","Work Exp.
28 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Electrical and Electronics Engineering from gudlavalleru Engineering College, Gudivada","Interested in Computer Science / Information Technology (Fall 2016)"
"achal30","https://yocket.in/profiles/achal30","","GRE

308 


Quant: 162

Verbal: 146","TOEFL
97","UG Score
7.1CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from Babaria Institute Of Technology, Vadodara","Computer Science (Fall 2016)"
"kimmovamsi","https://yocket.in/profiles/kimmovamsi","","GRE

320 


Quant: 166

Verbal: 154","TOEFL
105","UG Score
6.75CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Saraswati College Of Engineering, Kharghar, Mumbai","Computer Science (Fall 2017)"
"batman007","https://yocket.in/profiles/batman007","","GRE

297 


Quant: 155

Verbal: 142","TOEFL
93","UG Score
58%","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from Ramrao Adik Institute of Technology (RAIT), Nerul, Mumbai","Computer Science (Fall 2016)"
"Kandarp Vyas","https://yocket.in/profiles/Kandarp%20Vyas","","GRE

300 


Quant: 160

Verbal: 140","IELTS
6.5","UG Score
62%","Work Exp.
17 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from Gujarat University , Ahmedabad, Ahmedabad","Information Systems (Fall 2017)"
"manasvi22","https://yocket.in/profiles/manasvi22","","GRE

309 


Quant: 160

Verbal: 149","TOEFL
91","UG Score
69.56%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Information Technology from Maeer's MIT College Of Engineering, Kothrud, Pune","Interested in Computer Science / Information Technology (Fall 2015)"
"Paige","https://yocket.in/profiles/Paige","","GRE

309 


Quant: 161

Verbal: 148","TOEFL
95","UG Score
75%","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Information Technology from BMS INSTITUTE OF TECHNOLOGY, Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"Asit08","https://yocket.in/profiles/Asit08","","GRE

303 


Quant: 162

Verbal: 141","TOEFL
87","UG Score
8.53CGPA","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Electronics and Communication Engineering from NATIONAL INSTITUTE OF SCIENCE AND TECHNOLOGY, Berhampur","Interested in Computer Science / Information Technology (Fall 2017)"
"SaiAksh","https://yocket.in/profiles/SaiAksh","","GRE

311 


Quant: 158

Verbal: 153","TOEFL
108","UG Score
63%","Work Exp.
31 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Information Technology from University of Pune, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"dipu","https://yocket.in/profiles/dipu","","GRE

301 


Quant: 154

Verbal: 147","TOEFL
93","UG Score
60.86%","Work Exp.
36 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from Pune University, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"animeshkumar.stupidsid","https://yocket.in/profiles/animeshkumar.stupidsid","","GRE

311 


Quant: 161

Verbal: 150","TOEFL
105","UG Score
71.3%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from MVJ College Of Engineering, Bengaluru","Computer Science (Fall 2014)"
"Himaja111","https://yocket.in/profiles/Himaja111","","GRE

309 


Quant: 160

Verbal: 149","IELTS
6.5","UG Score
8.96CGPA","Work Exp.
7 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from RGUKT, Nuzvid, Nuzvid","Interested in Computer Science / Information Technology (Fall 2016)"
"sharathkv","https://yocket.in/profiles/sharathkv","","GRE

305 


Quant: 159

Verbal: 146","TOEFL
87","UG Score
8.81CGPA","Work Exp.
21 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from PES College Of Engineering, Mandya","Computer Science (Fall 2016)"
"shahnish009","https://yocket.in/profiles/shahnish009","","GRE

307 


Quant: 159

Verbal: 148","IELTS
6.5","UG Score
7.25CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Information Technology from Sardar Vallabhbhai Patel Institute of Technology, Vasad, Anand","Computer Science (Fall 2016)"
"mukulbatra","https://yocket.in/profiles/mukulbatra","","GRE

NA","TOEFL/IELTS
N.A.","UG Score
70%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from northern india engineering college,ggsipu, New Delhi","Interested in Computer Science / Information Technology (Fall 2016)"
"Milind","https://yocket.in/profiles/Milind","","GRE

308 


Quant: 160

Verbal: 148","TOEFL
92","UG Score
67.47%","Work Exp.
28 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Electrical and Electronics Engineering from D.J. Sanghvi College of Engineering, Mumbai","Computer Engineering (Fall 2016)"
"mani143","https://yocket.in/profiles/mani143","","GRE

300 


Quant: 160

Verbal: 140","IELTS
6.5","UG Score
8CGPA","Work Exp.
2 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Electronics and Communication Engineering from Sathyabama University, Chennai","Computer Science (Spring 2017)"
"sujoydas2792","https://yocket.in/profiles/sujoydas2792","","GRE

307 


Quant: 162

Verbal: 145","TOEFL
93","UG Score
65%","Work Exp.
30 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from bapurao deshmukh college of engg, sewaram, Wardha","Computer Science (Fall 2017)"
"parth81091","https://yocket.in/profiles/parth81091","","GRE

316 


Quant: 167

Verbal: 149","TOEFL
106","UG Score
65.2%","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Viva Institute Of Technology, Virar, Mumbai","Software Engineering (Fall 2016)"
"abhigupta0724","https://yocket.in/profiles/abhigupta0724","","GRE

304 


Quant: 159

Verbal: 145","TOEFL
82","UG Score
8.4CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Information Technology from Vellore Institute of Technology (VIT University), Vellore","Interested in Management Information System (MIS) (Fall 2016)"
"Sriiskanth","https://yocket.in/profiles/Sriiskanth","","GRE

298 


Quant: 157

Verbal: 141","TOEFL
84","UG Score
70%","Work Exp.
60 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from CMR Institute Of Technology, Hyderabad","Interested in Computer Science / Information Technology (Spring 2017)"
"rajeevkumar1989","https://yocket.in/profiles/rajeevkumar1989","","GRE

298 


Quant: 154

Verbal: 144","TOEFL
87","UG Score
66%","Work Exp.
48 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from Vemana Institute Of Technology, Bengaluru","Computer Science (Fall 2016)"
"shrikambl3","https://yocket.in/profiles/shrikambl3","","GRE

313 


Quant: 168

Verbal: 145","TOEFL
93","UG Score
6.92CGPA","Work Exp.
25 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from G H Raisoni College of Engineering, Nagpur","Interested in Computer Science / Information Technology (Fall 2017)"
"AdarshSai","https://yocket.in/profiles/AdarshSai","","GRE

308 


Quant: 167

Verbal: 141","IELTS
6.5","UG Score
8.67CGPA","Work Exp.
31 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Electronics and Communication Engineering from VIT University, Vellore","Interested in Computer Science / Information Technology (Fall 2017)"
"Nikhil-Reddy","https://yocket.in/profiles/Nikhil-Reddy","","GRE

307 


Quant: 162

Verbal: 145","TOEFL
93","UG Score
6.35CGPA","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from SASTRA University , Thanjavur","Computer Science (Fall 2017)"
"suvarchala","https://yocket.in/profiles/suvarchala","","GRE

299 


Quant: 158

Verbal: 141","IELTS
6.5","UG Score
8.4CGPA","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Electronics and Communication Engineering from SASTRA University , Thanjavur","Interested in Computer Science / Information Technology (Fall 2017)"
"aditishetty","https://yocket.in/profiles/aditishetty","","GRE

312 


Quant: 160

Verbal: 152","TOEFL
111","UG Score
65%","Work Exp.
12 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Rajiv Gandhi Institute Of Technology (RGIT), Versova, Mumbai","Software Engineering (Fall 2016)"
"raiden5374","https://yocket.in/profiles/raiden5374","","GRE

305 


Quant: 155

Verbal: 150","TOEFL
108","UG Score
5.8CGPA","Work Exp.
15 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Motilal Nehru National Institute of Technology, Allahabad (MNNIT), Allahabad","Computer Science (Fall 2016)"
"SaurabhSingh","https://yocket.in/profiles/SaurabhSingh","","GRE

308 


Quant: 159

Verbal: 149","TOEFL
97","UG Score
6.17CGPA","Work Exp.
32 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Information Technology from Dhirubhai Ambani Institute of Information & Communication Technology (DA-IICT), Gandhinagar","Interested in Computer Science / Information Technology (Fall 2017)"
"KN","https://yocket.in/profiles/KN","","GRE

310 


Quant: 160

Verbal: 150","TOEFL
89","UG Score
55%","Work Exp.
36 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from PVG's College of Engineering & Technology, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"sibi5181","https://yocket.in/profiles/sibi5181","","GRE

305 


Quant: 163

Verbal: 142","TOEFL
85","UG Score
7.7CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Information Technology from Panimalar Engineering College, Chennai, Chennai","Computer Science (Fall 2016)"
"Sohail Patel","https://yocket.in/profiles/Sohail%20Patel","","GRE

307 


Quant: 160

Verbal: 147","TOEFL
85","UG Score
7.93CGPA","Work Exp.
14 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Information Technology from Rajarambapu Institute of Technology, Islampur, Sangli","Interested in Computer Science / Information Technology (Fall 2017)"
"kv77","https://yocket.in/profiles/kv77","","GRE

309 


Quant: 161

Verbal: 148","IELTS
7.5","UG Score
5.36CGPA","Work Exp.
15 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from Sardar Vallabbhai National Institute of Technology, Surat (SVNIT, Surat), Surat","Computer Science (Fall 2016)"
"nikhil Kapleshwari","https://yocket.in/profiles/nikhil%20Kapleshwari","","GRE

304 


Quant: 160

Verbal: 144","TOEFL
90","UG Score
66%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Information Technology from Datta Meghe College Of Engineering, Airoli, Mumbai","Computer Engineering (Fall 2016)"
"premagopu","https://yocket.in/profiles/premagopu","","GRE

301 


Quant: 154

Verbal: 147","TOEFL
87","UG Score
7.75CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from Sri Sairam Engineering College (SSEC), West Tambaram, Chennai","Interested in Computer Science / Information Technology (Fall 2016)"
"arvind26594","https://yocket.in/profiles/arvind26594","","GRE

303 


Quant: 155

Verbal: 148","TOEFL
93","UG Score
6.3CGPA","Work Exp.
14 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Electronics and Communication Engineering from SRM University (Ramapuram Campus), Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"marush02","https://yocket.in/profiles/marush02","","GRE

301 


Quant: 158

Verbal: 143","TOEFL
82","UG Score
70.4%","Work Exp.
48 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Electronics and Communication Engineering from Rungta College of engineering and technology, Bhilai","Computer Science (Fall 2017)"
"Anil12","https://yocket.in/profiles/Anil12","","GRE

305 


Quant: 161

Verbal: 144","TOEFL
89","UG Score
70.2%","Work Exp.
49 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from PESIT South Campus (PESSE), Bengaluru","Interested in Computer Science / Information Technology (Spring 2017)"
"AdityaDere","https://yocket.in/profiles/AdityaDere","","GRE

304 


Quant: 158

Verbal: 146","TOEFL/IELTS
N.A.","UG Score
62.83%","Work Exp.
29 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from Sinhgad College Of Engineering, Vadgaon, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"raviteja92900","https://yocket.in/profiles/raviteja92900","","GRE

305 


Quant: 162

Verbal: 143","TOEFL
85","UG Score
7.84CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from Vellore Institute of Technology (VIT University), Vellore","Computer Science (Fall 2015)"
"octivision","https://yocket.in/profiles/octivision","","GRE

305 


Quant: 163

Verbal: 142","TOEFL
83","UG Score
76%","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Gurgaon Institute of Technology , Gurgaon","Computer Science (Fall 2016)"
"abaner","https://yocket.in/profiles/abaner","","GRE

300 


Quant: 158

Verbal: 142","TOEFL
95","UG Score
8.92CGPA","Work Exp.
27 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from MS Ramaiah Institute Of Techniology, Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"pranaygouru","https://yocket.in/profiles/pranaygouru","","GRE

303 


Quant: 162

Verbal: 141","TOEFL
88","UG Score
7.65CGPA","Work Exp.
8 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from GITAM University , Visakhapatnam","Computer Science (Fall 2017)"
"alishaD","https://yocket.in/profiles/alishaD","","GRE

311 


Quant: 162

Verbal: 149","TOEFL
80","UG Score
67%","Work Exp.
26 months","Tech Papers
None","","","Undergrad:

Computer Science from haryana college of technology and management, Kaithal","Interested in Computer Science / Information Technology (Fall 2017)"
"praveenpuvvadi","https://yocket.in/profiles/praveenpuvvadi","","GRE

308 


Quant: 160

Verbal: 148","TOEFL
88","UG Score
8.26CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from andhra university college of engineering, Visakhapatnam","Interested in Computer Science / Information Technology (Fall 2016)"
"arj","https://yocket.in/profiles/arj","","GRE

308 


Quant: 158

Verbal: 150","TOEFL
96","UG Score
77%","Work Exp.
34 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from UVCE, Bengaluru","Computer Science (Fall 2016)"
"Nutank","https://yocket.in/profiles/Nutank","","GRE

302 


Quant: 153

Verbal: 149","TOEFL
99","UG Score
62.61%","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Information Technology from Padmabhooshan vasantdada patil institute of technology, bu, Sangli","Interested in Computer Science / Information Technology (Fall 2017)"
"shreyas594","https://yocket.in/profiles/shreyas594","","GRE

303 


Quant: 160

Verbal: 143","TOEFL
93","UG Score
74.96%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from Bangalore Institute Of Technology, Bengaluru","Interested in Computer Science / Information Technology (Spring 2017)"
"adinathauti","https://yocket.in/profiles/adinathauti","","GRE

318 


Quant: 160

Verbal: 158","TOEFL
111","UG Score
7.55CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from Datta Meghe College Of Engineering, Airoli, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"SarveshwaranS","https://yocket.in/profiles/SarveshwaranS","","GRE

307 


Quant: 160

Verbal: 147","TOEFL
100","UG Score
7.98CGPA","Work Exp.
39 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Information Technology from RMD Engineering College, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"ajinkya091","https://yocket.in/profiles/ajinkya091","","GRE

306 


Quant: 158

Verbal: 148","TOEFL
98","UG Score
8.45CGPA","Work Exp.
32 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Information Technology from Biju patnaik university of technology, Baripada, Berhampur","Computer Science (Fall 2016)"
"rohanshiroor","https://yocket.in/profiles/rohanshiroor","","GRE

305 


Quant: 154

Verbal: 151","TOEFL
105","UG Score
64.63%","Work Exp.
12 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Maeer's MIT College Of Engineering, Kothrud, Pune","Software Engineering (Fall 2016)"
"sushantpaygude","https://yocket.in/profiles/sushantpaygude","","GRE

305 


Quant: 156

Verbal: 149","TOEFL
105","UG Score
67.4%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Information Technology from PES Modern College Of Engineering, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"roh","https://yocket.in/profiles/roh","","GRE

303 


Quant: 161

Verbal: 142","TOEFL
90","UG Score
62.5%","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Information Technology from PICT, Pune","Computer Science (Spring 2017)"
"rohanthorat007","https://yocket.in/profiles/rohanthorat007","","GRE

299 


Quant: 153

Verbal: 146","TOEFL
97","UG Score
7.4CGPA","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from Bharati Vidyapeeth College of Engineering, Mumbai","Computer Science (Fall 2016)"
"pravin99","https://yocket.in/profiles/pravin99","","GRE

299 


Quant: 160

Verbal: 139","TOEFL
83","UG Score
7.3CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Amrita University, Bengaluru","Computer Science (Fall 2017)"
"Rutvik","https://yocket.in/profiles/Rutvik","","GRE

302 


Quant: 161

Verbal: 141","TOEFL
87","UG Score
7.77CGPA","Work Exp.
37 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Electronics and Communication Engineering from Vishwakarma Gov. Engineering college, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2017)"
